Wall time,Step,Value,
1744722858,6960,231.4527893,2.364462419
1744722865,6980,231.4527893,2.364462419
1744722873,7000,231.8472137,2.365201881
1744722880,7020,231.8472137,2.365201881
1744722887,7040,233.8630219,2.368961557
1744722894,7060,233.8630219,2.368961557
1744722901,7080,233.8630219,2.368961557
1744722909,7100,233.8630219,2.368961557
1744722916,7120,233.8630219,2.368961557
1744722923,7140,233.8630219,2.368961557
1744722930,7160,233.8630219,2.368961557
1744722937,7180,239.0253906,2.378444037
1744722945,7200,239.0253906,2.378444037
1744722952,7220,239.5084229,2.379320791
1744722959,7240,239.5084229,2.379320791
1744722966,7260,239.5084229,2.379320791
1744722974,7280,241.9242249,2.383679358
1744722981,7300,241.9242249,2.383679358
1744722988,7320,241.7068176,2.3832889
1744722996,7340,241.7068176,2.3832889
1744723003,7360,241.7068176,2.3832889
1744723010,7380,243.9319153,2.387268626
1744723017,7400,243.9319153,2.387268626
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
,,,#NUM!
