Wall time,Step,Value
1744722434,5800,4.349689484
1744722441,5820,416.7137756
1744722448,5840,559.3866577
1744722455,5860,892.492981
1744722462,5880,118.6193237
1744722469,5900,382.9803772
1744722476,5920,10.90826511
1744722484,5940,1225.649414
1744722491,5960,1145.424683
1744722498,5980,4.407414913
1744722506,6000,92.9373703
1744722513,6020,47.61964035
1744722520,6040,662.0126953
1744722528,6060,6.408878326
1744722535,6080,30.42068863
1744722542,6100,953.7520752
1744722550,6120,519.961853
1744722557,6140,623.3439331
1744722565,6160,54.11183548
1744722572,6180,978.4625244
1744722579,6200,8.017841339
1744722586,6220,68.58905029
1744722594,6240,493.3683777
1744722601,6260,631.1599121
1744722608,6280,495.1653748
1744722615,6300,55.32341385
1744722622,6320,719.138916
1744722630,6340,297.1274109
1744722638,6360,462.8841858
1744722645,6380,494.5830078
1744722652,6400,62.6817627
1744722660,6420,17.8022747
1744722668,6440,59.3667717
1744722675,6460,0.7265484929
1744722682,6480,320.6325684
1744722689,6500,438.631073
1744722697,6520,542.9186401
1744722704,6540,638.885437
1744722712,6560,1097.412598
1744722719,6580,689.65802
1744722726,6600,229.0486908
1744722734,6620,117.0660782
1744722741,6640,429.0327148
1744722748,6660,17.12249756
1744722755,6680,3.116504431
1744722763,6700,871.7619019
1744722770,6720,0.5713269114
1744722777,6740,888.0699463
1744722784,6760,328.6794128
1744722791,6780,2.00520134
1744722798,6800,13.25773144
1744722806,6820,158.1750031
1744722814,6840,145.5944824
1744722821,6860,905.3533325
1744722828,6880,431.3339539
1744722836,6900,688.8440552
1744722843,6920,545.2185059
1744722850,6940,713.0758667
1744722858,6960,709.9710083
1744722865,6980,403.9022827
1744722873,7000,18.84754944
1744722880,7020,155.6427155
1744722887,7040,8.490901947
1744722894,7060,284.5597534
1744722901,7080,601.9284058
1744722909,7100,1502.470093
1744722916,7120,2010.226563
1744722923,7140,1723.166016
1744722930,7160,79.55488586
1744722937,7180,277.1190796
1744722945,7200,1.700165391
1744722952,7220,115.1389542
1744722959,7240,358.3417664
1744722966,7260,588.465271
1744722974,7280,84.0776062
1744722981,7300,2.039366961
1744722988,7320,590.0014648
1744722996,7340,545.9637451
1744723003,7360,634.6680298
1744723010,7380,173.9403534
1744723017,7400,830.4619141
